# Weather station Athens (airport), Greece, METAR=LGAV,selection from 07.06.2017 till 30.06.2017, all days
# Encoding: UTF-8
# The data is provided by the website "Reliable Prognosis", rp5.ru
# If you use the data, please indicate the name of the website.
# For meteorological parameters see the address http://rp5.ru/metar.php?metar=LGAV&lang=en
#
"Local time in Athens (airport)";"T";"P0";"P";"U";"DD";"Ff";"ff10";"WW";"W'W'";"c";"VV";"Td";
"27.06.2017 03:20";"24.0";"751.3";"758.2";"61";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"16.0";
"27.06.2017 02:50";"23.0";"751.2";"758.2";"65";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"16.0";
"27.06.2017 02:20";"23.0";"751.2";"758.2";"61";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"15.0";
"27.06.2017 01:50";"24.0";"751.3";"758.2";"57";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"15.0";
"27.06.2017 01:20";"24.0";"751.3";"758.2";"57";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"15.0";
"27.06.2017 00:50";"24.0";"751.3";"758.2";"61";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"16.0";
"27.06.2017 00:20";"23.0";"751.2";"758.2";"65";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"16.0";
"26.06.2017 23:50";"24.0";"751.3";"758.2";"61";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"16.0";
"26.06.2017 23:20";"25.0";"751.3";"758.2";"57";"variable wind direction";"2";"";"";"";"No Significant Clouds";"10.0 and more";"16.0";
"26.06.2017 22:50";"28.0";"751.4";"758.2";"40";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"13.0";
"26.06.2017 22:20";"29.0";"751.4";"758.2";"40";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"14.0";
"26.06.2017 21:50";"28.0";"751.4";"758.2";"51";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"17.0";
"26.06.2017 21:20";"28.0";"751.4";"758.2";"51";"variable wind direction";"2";"";"";"";"No Significant Clouds";"10.0 and more";"17.0";
"26.06.2017 20:50";"28.0";"751.4";"758.2";"48";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"16.0";
"26.06.2017 20:20";"29.0";"751.4";"758.2";"43";"variable wind direction";"2";"";"";"";"No Significant Clouds";"10.0 and more";"15.0";
"26.06.2017 19:50";"30.0";"750.9";"757.7";"43";"Wind blowing from the east-southeast";"2";"";"";"";"No Significant Clouds";"10.0 and more";"16.0";
"26.06.2017 19:20";"31.0";"750.9";"757.7";"38";"Wind blowing from the north-northeast";"2";"";"";"";"No Significant Clouds";"10.0 and more";"15.0";
"26.06.2017 18:50";"32.0";"750.9";"757.7";"31";"Wind blowing from the north-northeast";"3";"";"";"";"No Significant Clouds";"10.0 and more";"13.0";
"26.06.2017 18:20";"32.0";"750.9";"757.7";"29";"Wind blowing from the north-east";"3";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"26.06.2017 17:50";"32.0";"750.9";"757.7";"31";"Wind blowing from the east";"2";"";"";"";"No Significant Clouds";"10.0 and more";"13.0";
"26.06.2017 17:20";"33.0";"751.5";"758.2";"30";"Wind blowing from the east";"3";"";"";"";"Few clouds (10-30%) 1050 m";"10.0 and more";"13.0";
"26.06.2017 16:50";"33.0";"751.5";"758.2";"30";"Wind blowing from the east";"4";"";"";"";"Few clouds (10-30%) 1050 m";"10.0 and more";"13.0";
"26.06.2017 16:20";"33.0";"751.5";"758.2";"30";"Wind blowing from the east";"4";"";"";"";"Few clouds (10-30%) 1050 m";"10.0 and more";"13.0";
"26.06.2017 15:50";"34.0";"751.5";"758.2";"28";"Wind blowing from the east-northeast";"4";"";"";"";"Few clouds (10-30%) 1050 m";"10.0 and more";"13.0";
"26.06.2017 15:20";"33.0";"751.5";"758.2";"28";"Wind blowing from the east-northeast";"4";"";"";"";"Few clouds (10-30%) 1050 m";"10.0 and more";"12.0";
"26.06.2017 14:50";"33.0";"751.5";"758.2";"30";"Wind blowing from the east-northeast";"5";"";"";"";"Few clouds (10-30%) 1050 m";"10.0 and more";"13.0";
"26.06.2017 14:20";"33.0";"751.5";"758.2";"30";"Wind blowing from the north-east";"5";"";"";"";"Few clouds (10-30%) 1050 m";"10.0 and more";"13.0";
"26.06.2017 13:50";"33.0";"751.5";"758.2";"30";"Wind blowing from the north-east";"6";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"13.0";
"26.06.2017 13:20";"33.0";"751.5";"758.2";"30";"Wind blowing from the north-east";"5";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"13.0";
"26.06.2017 12:50";"32.0";"751.4";"758.2";"38";"Wind blowing from the north-east";"6";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"16.0";
"26.06.2017 12:20";"32.0";"751.4";"758.2";"38";"Wind blowing from the north-east";"6";"";"";"";"No Significant Clouds";"10.0 and more";"16.0";
"26.06.2017 11:50";"32.0";"751.4";"758.2";"36";"Wind blowing from the north-east";"5";"";"";"";"No Significant Clouds";"10.0 and more";"15.0";
"26.06.2017 11:20";"32.0";"751.4";"758.2";"38";"Wind blowing from the north-northeast";"5";"";"";"";"No Significant Clouds";"10.0 and more";"16.0";
"26.06.2017 10:50";"32.0";"751.4";"758.2";"38";"Wind blowing from the north-northeast";"5";"";"";"";"No Significant Clouds";"10.0 and more";"16.0";
"26.06.2017 10:20";"32.0";"751.4";"758.2";"36";"Wind blowing from the east-northeast";"3";"";"";"";"No Significant Clouds";"10.0 and more";"15.0";
"26.06.2017 09:50";"31.0";"751.4";"758.2";"40";"Wind blowing from the north-east";"3";"";"";"";"No Significant Clouds";"10.0 and more";"16.0";
"26.06.2017 09:20";"30.0";"751.4";"758.2";"40";"Wind blowing from the north-east";"4";"";"";"";"No Significant Clouds";"10.0 and more";"15.0";
"26.06.2017 08:50";"30.0";"751.4";"758.2";"43";"variable wind direction";"2";"";"";"";"No Significant Clouds";"10.0 and more";"16.0";
"26.06.2017 08:20";"28.0";"751.4";"758.2";"51";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"17.0";
"26.06.2017 07:50";"24.0";"751.3";"758.2";"69";"Calm, no wind";"0";"";"";"";"No Significant Clouds";"10.0 and more";"18.0";
"26.06.2017 07:20";"22.0";"751.2";"758.2";"78";"Calm, no wind";"0";"";"";"";"No Significant Clouds";"10.0 and more";"18.0";
"26.06.2017 06:50";"21.0";"751.2";"758.2";"78";"Wind blowing from the north-west";"1";"";"";"";"No Significant Clouds";"10.0 and more";"17.0";
"26.06.2017 06:20";"21.0";"751.2";"758.2";"78";"Wind blowing from the west-northwest";"2";"";"";"";"No Significant Clouds";"10.0 and more";"17.0";
"26.06.2017 05:50";"21.0";"751.2";"758.2";"78";"Wind blowing from the west";"1";"";"";"";"No Significant Clouds";"10.0 and more";"17.0";
"26.06.2017 05:20";"21.0";"751.2";"758.2";"78";"Wind blowing from the west-northwest";"2";"";"";"";"No Significant Clouds";"10.0 and more";"17.0";
"26.06.2017 04:50";"23.0";"751.2";"758.2";"69";"Calm, no wind";"0";"";"";"";"No Significant Clouds";"10.0 and more";"17.0";
"26.06.2017 04:20";"22.0";"751.2";"758.2";"73";"Wind blowing from the west-northwest";"1";"";"";"";"No Significant Clouds";"10.0 and more";"17.0";
"26.06.2017 03:50";"22.0";"751.2";"758.2";"73";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"17.0";
"26.06.2017 03:20";"22.0";"752.0";"759.0";"73";"Calm, no wind";"0";"";"";"";"No Significant Clouds";"10.0 and more";"17.0";
"26.06.2017 02:50";"22.0";"752.0";"759.0";"73";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"17.0";
"26.06.2017 02:20";"22.0";"752.0";"759.0";"73";"Wind blowing from the north-west";"1";"";"";"";"No Significant Clouds";"10.0 and more";"17.0";
"26.06.2017 01:50";"24.0";"752.1";"759.0";"65";"Wind blowing from the west";"1";"";"";"";"No Significant Clouds";"10.0 and more";"17.0";
"26.06.2017 01:20";"24.0";"752.1";"759.0";"65";"Wind blowing from the west-northwest";"2";"";"";"";"No Significant Clouds";"10.0 and more";"17.0";
"26.06.2017 00:50";"24.0";"752.1";"759.0";"65";"variable wind direction";"2";"";"";"";"No Significant Clouds";"10.0 and more";"17.0";
"26.06.2017 00:20";"24.0";"752.1";"759.0";"65";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"17.0";
"25.06.2017 23:50";"24.0";"752.1";"759.0";"65";"Calm, no wind";"0";"";"";"";"No Significant Clouds";"10.0 and more";"17.0";
"25.06.2017 23:20";"25.0";"752.1";"759.0";"61";"Wind blowing from the south";"1";"";"";"";"No Significant Clouds";"10.0 and more";"17.0";
"25.06.2017 22:50";"26.0";"752.1";"759.0";"54";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"16.0";
"25.06.2017 22:20";"27.0";"752.1";"759.0";"51";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"16.0";
"25.06.2017 21:50";"28.0";"752.1";"759.0";"48";"Wind blowing from the north";"2";"";"";"";"No Significant Clouds";"10.0 and more";"16.0";
"25.06.2017 21:20";"28.0";"752.1";"759.0";"48";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"16.0";
"25.06.2017 20:50";"28.0";"752.1";"759.0";"48";"Wind blowing from the north-northeast";"2";"";"";"";"No Significant Clouds";"10.0 and more";"16.0";
"25.06.2017 20:20";"30.0";"752.2";"759.0";"43";"Wind blowing from the north";"2";"";"";"";"No Significant Clouds";"10.0 and more";"16.0";
"25.06.2017 19:50";"31.0";"752.2";"759.0";"38";"Wind blowing from the north-northeast";"3";"";"";"";"No Significant Clouds";"10.0 and more";"15.0";
"25.06.2017 19:20";"31.0";"752.2";"759.0";"35";"Wind blowing from the north-northeast";"4";"";"";"";"No Significant Clouds";"10.0 and more";"14.0";
"25.06.2017 18:50";"32.0";"752.2";"759.0";"36";"Wind blowing from the north";"4";"";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"15.0";
"25.06.2017 18:20";"32.0";"752.2";"759.0";"41";"Wind blowing from the north-east";"3";"";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"17.0";
"25.06.2017 17:50";"32.0";"752.2";"759.0";"36";"Wind blowing from the north-east";"5";"";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"15.0";
"25.06.2017 17:20";"33.0";"752.9";"759.7";"34";"Wind blowing from the north-east";"5";"";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"15.0";
"25.06.2017 16:50";"33.0";"752.9";"759.7";"34";"Wind blowing from the north-east";"6";"";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"15.0";
"25.06.2017 16:20";"34.0";"753.0";"759.7";"32";"Wind blowing from the north-east";"6";"";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"15.0";
"25.06.2017 15:50";"34.0";"753.0";"759.7";"34";"Wind blowing from the north-east";"6";"";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"16.0";
"25.06.2017 15:20";"34.0";"753.0";"759.7";"32";"Wind blowing from the north-east";"7";"";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"15.0";
"25.06.2017 14:50";"34.0";"753.0";"759.7";"32";"Wind blowing from the north-east";"7";"";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"15.0";
"25.06.2017 14:20";"34.0";"753.0";"759.7";"32";"Wind blowing from the north-east";"7";"";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"15.0";
"25.06.2017 13:50";"33.0";"752.9";"759.7";"32";"Wind blowing from the north-northeast";"7";"";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"14.0";
"25.06.2017 13:20";"33.0";"753.7";"760.5";"32";"Wind blowing from the north-northeast";"6";"";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"14.0";
"25.06.2017 12:50";"33.0";"753.7";"760.5";"32";"Wind blowing from the north";"6";"";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"14.0";
"25.06.2017 12:20";"33.0";"753.7";"760.5";"32";"Wind blowing from the north-northeast";"7";"";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"14.0";
"25.06.2017 11:50";"32.0";"753.7";"760.5";"33";"Wind blowing from the north-northeast";"7";"";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"14.0";
"25.06.2017 11:20";"31.0";"753.7";"760.5";"38";"Wind blowing from the north-east";"7";"";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"15.0";
"25.06.2017 10:50";"31.0";"753.7";"760.5";"38";"Wind blowing from the north-east";"5";"";"";"";"No Significant Clouds";"10.0 and more";"15.0";
"25.06.2017 10:20";"31.0";"753.7";"760.5";"40";"Wind blowing from the east-northeast";"4";"";"";"";"No Significant Clouds";"10.0 and more";"16.0";
"25.06.2017 09:50";"29.0";"753.7";"760.5";"48";"Wind blowing from the east-northeast";"3";"";"";"";"No Significant Clouds";"10.0 and more";"17.0";
"25.06.2017 09:20";"30.0";"753.7";"760.5";"46";"Wind blowing from the east-northeast";"3";"";"";"";"No Significant Clouds";"10.0 and more";"17.0";
"25.06.2017 08:50";"28.0";"753.6";"760.5";"51";"variable wind direction";"2";"";"";"";"No Significant Clouds";"10.0 and more";"17.0";
"25.06.2017 08:20";"27.0";"753.6";"760.5";"48";"Calm, no wind";"0";"";"";"";"No Significant Clouds";"10.0 and more";"15.0";
"25.06.2017 07:50";"27.0";"753.6";"760.5";"51";"Calm, no wind";"0";"";"";"";"No Significant Clouds";"10.0 and more";"16.0";
"25.06.2017 07:20";"24.0";"752.7";"759.7";"61";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"16.0";
"25.06.2017 06:50";"23.0";"752.7";"759.7";"65";"Wind blowing from the west";"1";"";"";"";"No Significant Clouds";"10.0 and more";"16.0";
"25.06.2017 06:20";"21.0";"752.7";"759.7";"73";"Wind blowing from the west";"1";"";"";"";"No Significant Clouds";"10.0 and more";"16.0";
"25.06.2017 05:50";"21.0";"752.7";"759.7";"73";"Wind blowing from the west";"1";"";"";"";"No Significant Clouds";"10.0 and more";"16.0";
"25.06.2017 05:20";"20.0";"752.7";"759.7";"78";"Calm, no wind";"0";"";"";"";"No Significant Clouds";"10.0 and more";"16.0";
"25.06.2017 04:50";"20.0";"752.7";"759.7";"78";"Calm, no wind";"0";"";"";"";"No Significant Clouds";"10.0 and more";"16.0";
"25.06.2017 04:20";"21.0";"752.7";"759.7";"73";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"16.0";
"25.06.2017 03:50";"21.0";"752.7";"759.7";"73";"Wind blowing from the west-northwest";"1";"";"";"";"No Significant Clouds";"10.0 and more";"16.0";
"25.06.2017 03:20";"23.0";"752.7";"759.7";"65";"Calm, no wind";"0";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"16.0";
"25.06.2017 02:50";"24.0";"753.5";"760.5";"61";"variable wind direction";"1";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"16.0";
"25.06.2017 02:20";"23.0";"753.5";"760.5";"69";"Wind blowing from the west";"1";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"17.0";
"25.06.2017 01:50";"24.0";"753.5";"760.5";"65";"Wind blowing from the west";"2";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"17.0";
"25.06.2017 01:20";"24.0";"753.5";"760.5";"61";"Wind blowing from the north-west";"1";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"16.0";
"25.06.2017 00:50";"24.0";"753.5";"760.5";"61";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"16.0";
"25.06.2017 00:20";"23.0";"753.5";"760.5";"69";"Wind blowing from the west";"2";"";"";"";"No Significant Clouds";"10.0 and more";"17.0";
"24.06.2017 23:50";"24.0";"753.5";"760.5";"65";"Wind blowing from the south-west";"1";"";"";"";"No Significant Clouds";"10.0 and more";"17.0";
"24.06.2017 23:20";"24.0";"753.5";"760.5";"65";"Wind blowing from the east-northeast";"1";"";"";"";"No Significant Clouds";"10.0 and more";"17.0";
"24.06.2017 22:50";"25.0";"753.6";"760.5";"61";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"17.0";
"24.06.2017 22:20";"27.0";"753.6";"760.5";"45";"variable wind direction";"2";"";"";"";"No Significant Clouds";"10.0 and more";"14.0";
"24.06.2017 21:50";"27.0";"753.6";"760.5";"48";"Wind blowing from the north";"2";"";"";"";"No Significant Clouds";"10.0 and more";"15.0";
"24.06.2017 21:20";"28.0";"752.8";"759.7";"42";"Wind blowing from the north";"2";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"14.0";
"24.06.2017 20:50";"29.0";"752.9";"759.7";"43";"Wind blowing from the north";"2";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"15.0";
"24.06.2017 20:20";"30.0";"752.9";"759.7";"38";"Wind blowing from the east-northeast";"3";"";"";"";"Few clouds (10-30%) 900 m";"10.0 and more";"14.0";
"24.06.2017 19:50";"31.0";"752.9";"759.7";"35";"Wind blowing from the east";"3";"";"";"";"Few clouds (10-30%) 750 m";"10.0 and more";"14.0";
"24.06.2017 19:20";"32.0";"752.9";"759.7";"33";"variable wind direction";"2";"";"";"";"Few clouds (10-30%) 750 m";"10.0 and more";"14.0";
"24.06.2017 18:50";"32.0";"752.9";"759.7";"33";"variable wind direction";"1";"";"";"";"Few clouds (10-30%) 750 m";"10.0 and more";"14.0";
"24.06.2017 18:20";"32.0";"752.9";"759.7";"36";"Wind blowing from the north-east";"3";"";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"15.0";
"24.06.2017 17:50";"33.0";"752.9";"759.7";"32";"Wind blowing from the north-east";"4";"";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"14.0";
"24.06.2017 17:20";"34.0";"753.0";"759.7";"30";"Wind blowing from the east";"3";"";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"14.0";
"24.06.2017 16:50";"34.0";"753.0";"759.7";"28";"Wind blowing from the east";"4";"";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"13.0";
"24.06.2017 16:20";"34.0";"753.0";"759.7";"28";"Wind blowing from the east";"4";"";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"13.0";
"24.06.2017 15:50";"34.0";"753.0";"759.7";"28";"Wind blowing from the east";"4";"";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"13.0";
"24.06.2017 15:20";"34.0";"753.0";"759.7";"32";"Wind blowing from the east";"4";"";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"15.0";
"24.06.2017 14:50";"34.0";"753.0";"759.7";"32";"Wind blowing from the east";"4";"";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"15.0";
"24.06.2017 14:20";"34.0";"753.8";"760.5";"30";"Wind blowing from the north-east";"6";"";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"14.0";
"24.06.2017 13:50";"34.0";"753.8";"760.5";"28";"Wind blowing from the north-east";"6";"";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"13.0";
"24.06.2017 13:20";"34.0";"753.8";"760.5";"28";"Wind blowing from the north-east";"6";"";"";"";"No Significant Clouds";"10.0 and more";"13.0";
"24.06.2017 12:50";"34.0";"753.8";"760.5";"26";"Wind blowing from the east";"5";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"24.06.2017 12:20";"33.0";"753.7";"760.5";"30";"Wind blowing from the north-east";"4";"";"";"";"No Significant Clouds";"10.0 and more";"13.0";
"24.06.2017 11:50";"33.0";"753.7";"760.5";"32";"Wind blowing from the east-northeast";"3";"";"";"";"No Significant Clouds";"10.0 and more";"14.0";
"24.06.2017 11:20";"32.0";"753.7";"760.5";"33";"Wind blowing from the east";"3";"";"";"";"No Significant Clouds";"10.0 and more";"14.0";
"24.06.2017 10:50";"31.0";"753.7";"760.5";"35";"Wind blowing from the east";"2";"";"";"";"No Significant Clouds";"10.0 and more";"14.0";
"24.06.2017 10:20";"31.0";"753.7";"760.5";"31";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"24.06.2017 09:50";"30.0";"753.7";"760.5";"33";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"24.06.2017 09:20";"29.0";"753.7";"760.5";"35";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"24.06.2017 08:50";"28.0";"753.6";"760.5";"37";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"24.06.2017 08:20";"26.0";"753.6";"760.5";"45";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"13.0";
"24.06.2017 07:50";"25.0";"753.6";"760.5";"51";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"14.0";
"24.06.2017 07:20";"24.0";"752.7";"759.7";"54";"Wind blowing from the west";"1";"";"";"";"No Significant Clouds";"10.0 and more";"14.0";
"24.06.2017 06:50";"21.0";"752.7";"759.7";"64";"Calm, no wind";"0";"";"";"";"No Significant Clouds";"10.0 and more";"14.0";
"24.06.2017 06:20";"18.0";"752.6";"759.7";"73";"Calm, no wind";"0";"";"";"";"No Significant Clouds";"10.0 and more";"13.0";
"24.06.2017 05:50";"21.0";"752.7";"759.7";"57";"Calm, no wind";"0";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"24.06.2017 05:20";"21.0";"752.7";"759.7";"57";"Wind blowing from the west-northwest";"1";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"24.06.2017 04:50";"21.0";"752.7";"759.7";"57";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"24.06.2017 04:20";"22.0";"752.7";"759.7";"53";"Calm, no wind";"0";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"24.06.2017 03:50";"22.0";"753.5";"760.5";"53";"Calm, no wind";"0";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"24.06.2017 03:20";"22.0";"753.5";"760.5";"57";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"13.0";
"24.06.2017 02:50";"22.0";"753.5";"760.5";"53";"Wind blowing from the west-southwest";"1";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"24.06.2017 02:20";"22.0";"753.5";"760.5";"57";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"13.0";
"24.06.2017 01:50";"22.0";"753.5";"760.5";"53";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"24.06.2017 01:20";"23.0";"754.2";"761.2";"53";"Wind blowing from the south-west";"1";"";"";"";"No Significant Clouds";"10.0 and more";"13.0";
"24.06.2017 00:50";"24.0";"754.2";"761.2";"50";"Wind blowing from the north-west";"1";"";"";"";"No Significant Clouds";"10.0 and more";"13.0";
"24.06.2017 00:20";"26.0";"754.3";"761.2";"34";"variable wind direction";"1";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"23.06.2017 23:50";"26.0";"754.3";"761.2";"34";"variable wind direction";"2";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"23.06.2017 23:20";"26.0";"754.3";"761.2";"34";"Wind blowing from the west";"2";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"23.06.2017 22:50";"26.0";"754.3";"761.2";"39";"Wind blowing from the west";"2";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"23.06.2017 22:20";"26.0";"754.3";"761.2";"42";"Wind blowing from the west";"2";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"23.06.2017 21:50";"26.0";"754.3";"761.2";"42";"Wind blowing from the south-west";"3";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"23.06.2017 21:20";"26.0";"753.6";"760.5";"45";"Wind blowing from the west-southwest";"2";"";"";"";"No Significant Clouds";"10.0 and more";"13.0";
"23.06.2017 20:50";"27.0";"753.6";"760.5";"48";"Wind blowing from the south-west";"3";"";"";"";"No Significant Clouds";"10.0 and more";"15.0";
"23.06.2017 20:20";"29.0";"753.7";"760.5";"35";"Wind blowing from the south-west";"3";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"23.06.2017 19:50";"31.0";"753.7";"760.5";"29";"Wind blowing from the south-southwest";"3";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
"23.06.2017 19:20";"31.0";"753.7";"760.5";"31";"Wind blowing from the south-southeast";"2";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"23.06.2017 18:50";"31.0";"753.7";"760.5";"31";"Wind blowing from the east-southeast";"2";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"23.06.2017 18:20";"32.0";"753.7";"760.5";"29";"Wind blowing from the east-southeast";"3";"";"";"";"No Significant Clouds";"10.0 and more";"12.0";
"23.06.2017 17:50";"33.0";"753.7";"760.5";"21";"Wind blowing from the east";"3";"";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"8.0";
"23.06.2017 17:20";"33.0";"754.4";"761.2";"23";"Wind blowing from the east-southeast";"3";"";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"9.0";
"23.06.2017 16:50";"33.0";"754.4";"761.2";"20";"Wind blowing from the east";"3";"";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"7.0";
"23.06.2017 16:20";"34.0";"754.5";"761.2";"20";"Wind blowing from the east-southeast";"3";"";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"8.0";
"23.06.2017 15:50";"34.0";"755.3";"762.0";"20";"Wind blowing from the east-southeast";"3";"";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"8.0";
"23.06.2017 15:20";"34.0";"755.3";"762.0";"21";"Wind blowing from the east-southeast";"3";"";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"9.0";
"23.06.2017 14:50";"33.0";"755.2";"762.0";"23";"Wind blowing from the east";"2";"";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"9.0";
"23.06.2017 14:20";"32.0";"755.2";"762.0";"26";"Wind blowing from the east";"4";"";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"10.0";
"23.06.2017 13:50";"32.0";"756.0";"762.8";"27";"Wind blowing from the east";"3";"";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"11.0";
"23.06.2017 13:20";"32.0";"756.0";"762.8";"27";"Wind blowing from the east";"4";"";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"11.0";
"23.06.2017 12:50";"32.0";"756.0";"762.8";"26";"Wind blowing from the east";"5";"";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"10.0";
"23.06.2017 12:20";"32.0";"756.0";"762.8";"26";"Wind blowing from the north-east";"5";"";"";"";"Few clouds (10-30%) 600 m";"10.0 and more";"10.0";
"23.06.2017 11:50";"32.0";"756.0";"762.8";"24";"Wind blowing from the north-east";"3";"";"";"";"No Significant Clouds";"10.0 and more";"9.0";
"23.06.2017 11:20";"32.0";"756.0";"762.8";"26";"Wind blowing from the north-east";"4";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"23.06.2017 10:50";"31.0";"756.0";"762.8";"27";"Wind blowing from the east-northeast";"3";"";"";"";"No Significant Clouds";"10.0 and more";"10.0";
"23.06.2017 10:20";"30.0";"756.0";"762.8";"31";"Wind blowing from the east";"3";"";"";"";"No Significant Clouds";"10.0 and more";"11.0";
